,user_id,dlc_id,parent_id,recommended,num_review,num_owned_games,dlc_play_time_hr,game_play_time,price_diff,lag_month,dlc_price,game_price,dlc_release_date,game_release_date,dlc:Captionsavailable,dlc:Co-op,dlc:Commentaryavailable,dlc:Cross-PlatformMultiplayer,dlc:DownloadableContent,dlc:Fullcontrollersupport,dlc:Gamepad,dlc:HTCVive,dlc:In-AppPurchases,dlc:IncludesSourceSDK,dlc:Includesleveleditor,dlc:Keyboard/Mouse,dlc:LocalCo-op,dlc:LocalMulti-Player,dlc:MMO,dlc:Multi-player,dlc:OculusRift,dlc:OnlineCo-op,dlc:OnlineMulti-Player,dlc:PartialControllerSupport,dlc:Room-Scale,dlc:Seated,dlc:Shared/SplitScreen,dlc:Single-player,dlc:Standing,dlc:Stats,dlc:SteamAchievements,dlc:SteamCloud,dlc:SteamLeaderboards,dlc:SteamTradingCards,dlc:SteamTurnNotifications,dlc:SteamVRCollectibles,dlc:SteamWorkshop,dlc:TrackedMotionControllers,dlc:ValveAnti-Cheatenabled,dlc:WindowsMixedReality,Accounting,Action,Adventure,Animation&Modeling,AudioProduction,Casual,Design&Illustration,EarlyAccess,Education,FreetoPlay,Indie,MassivelyMultiplayer,PhotoEditing,RPG,Racing,Simulation,SoftwareTraining,Sports,Strategy,Utilities,VideoProduction,WebPublishing,Captionsavailable,Co-op,Commentaryavailable,Cross-PlatformMultiplayer,DownloadableContent,Fullcontrollersupport,Gamedemo,Gamepad,HTCVive,In-AppPurchases,IncludesSourceSDK,Includesleveleditor,Keyboard/Mouse,LocalCo-op,LocalMulti-Player,MMO,Mods,Mods-requireHL2,Multi-player,OculusRift,OnlineCo-op,OnlineMulti-Player,PartialControllerSupport,Room-Scale,Seated,Shared/SplitScreen,Single-player,Standing,Stats,SteamAchievements,SteamCloud,SteamLeaderboards,SteamTradingCards,SteamTurnNotifications,SteamVRCollectibles,SteamWorkshop,TrackedMotionControllers,ValveAnti-Cheatenabled,WindowsMixedReality
0,76561197999899413,760610,744800,1,6,888.0,0.0,6,2.99,0,2.99,0.0,2017-03-03,2017-03-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,900.0,689.0,0.0,0.0,640.0,2.0,46.0,0.0,238.0,1330.0,48.0,0.0,306.0,51.0,230.0,0.0,51.0,352.0,1.0,0.0,2.0,73.0,201.0,24.0,132.0,0.0,514.0,0.0,8.0,13.0,82.0,10.0,101.0,7.0,33.0,41.0,36.0,1.0,0.0,395.0,10.0,47.0,90.0,383.0,6.0,11.0,188.0,1842.0,9.0,180.0,1287.0,728.0,375.0,1089.0,7.0,0.0,98.0,7.0,28.0,0.0
0,76561198151921721,760610,744800,1,37,213.0,0.0,5,2.99,0,2.99,0.0,2017-03-03,2017-03-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,99.0,107.0,2.0,1.0,79.0,2.0,9.0,0.0,48.0,208.0,8.0,0.0,26.0,4.0,38.0,0.0,7.0,35.0,3.0,1.0,1.0,21.0,21.0,10.0,19.0,0.0,91.0,0.0,2.0,4.0,5.0,10.0,25.0,1.0,8.0,10.0,5.0,0.0,0.0,45.0,4.0,10.0,16.0,44.0,2.0,3.0,30.0,236.0,3.0,31.0,190.0,111.0,53.0,156.0,0.0,1.0,26.0,3.0,4.0,1.0
0,76561198141277447,779280,776490,1,8,164.0,0.0,617,0.0,0,2.99,2.99,2018-01-11,2018-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,71.0,84.0,1.0,0.0,66.0,3.0,5.0,0.0,46.0,119.0,10.0,0.0,40.0,0.0,27.0,0.0,4.0,13.0,2.0,0.0,2.0,14.0,19.0,4.0,8.0,0.0,48.0,0.0,1.0,2.0,9.0,1.0,9.0,1.0,2.0,1.0,7.0,1.0,0.0,32.0,2.0,7.0,12.0,31.0,2.0,2.0,5.0,162.0,2.0,15.0,124.0,68.0,17.0,109.0,0.0,1.0,12.0,2.0,12.0,0.0
0,76561198067653526,779280,776490,1,94,304.0,0.0,1371,0.0,0,2.99,2.99,2018-01-11,2018-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,182.0,95.0,0.0,0.0,74.0,0.0,2.0,0.0,49.0,228.0,15.0,0.0,93.0,2.0,53.0,0.0,0.0,87.0,0.0,0.0,0.0,11.0,54.0,1.0,28.0,0.0,128.0,0.0,2.0,3.0,18.0,2.0,32.0,2.0,7.0,6.0,15.0,0.0,0.0,89.0,3.0,13.0,21.0,70.0,1.0,3.0,36.0,322.0,1.0,44.0,273.0,165.0,105.0,227.0,3.0,0.0,42.0,1.0,9.0,0.0
0,76561198067653526,316910,259680,1,94,304.0,0.0,10044,-3.0,22,3.99,6.99,2014-10-27,2012-12-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,182.0,95.0,0.0,0.0,74.0,0.0,2.0,0.0,49.0,228.0,15.0,0.0,93.0,2.0,53.0,0.0,0.0,87.0,0.0,0.0,0.0,11.0,54.0,1.0,28.0,0.0,128.0,0.0,2.0,3.0,18.0,2.0,32.0,2.0,7.0,6.0,15.0,0.0,0.0,89.0,3.0,13.0,21.0,70.0,1.0,3.0,36.0,322.0,1.0,44.0,273.0,165.0,105.0,227.0,3.0,0.0,42.0,1.0,9.0,0.0
0,76561198067653526,465480,282800,1,94,304.0,0.0,40606,-4.0,33,2.99,6.99,2016-06-07,2013-09-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0.0,182.0,95.0,0.0,0.0,74.0,0.0,2.0,0.0,49.0,228.0,15.0,0.0,93.0,2.0,53.0,0.0,0.0,87.0,0.0,0.0,0.0,11.0,54.0,1.0,28.0,0.0,128.0,0.0,2.0,3.0,18.0,2.0,32.0,2.0,7.0,6.0,15.0,0.0,0.0,89.0,3.0,13.0,21.0,70.0,1.0,3.0,36.0,322.0,1.0,44.0,273.0,165.0,105.0,227.0,3.0,0.0,42.0,1.0,9.0,0.0
0,76561198067653526,616850,270150,1,94,304.0,0.0,3487,-5.0,31,9.99,14.99,2017-10-26,2015-04-02,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,182.0,95.0,0.0,0.0,74.0,0.0,2.0,0.0,49.0,228.0,15.0,0.0,93.0,2.0,53.0,0.0,0.0,87.0,0.0,0.0,0.0,11.0,54.0,1.0,28.0,0.0,128.0,0.0,2.0,3.0,18.0,2.0,32.0,2.0,7.0,6.0,15.0,0.0,0.0,89.0,3.0,13.0,21.0,70.0,1.0,3.0,36.0,322.0,1.0,44.0,273.0,165.0,105.0,227.0,3.0,0.0,42.0,1.0,9.0,0.0
0,76561198374084021,779280,776490,1,11,90.0,0.0,195,0.0,0,2.99,2.99,2018-01-11,2018-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,64.0,32.0,1.0,0.0,24.0,3.0,4.0,0.0,5.0,41.0,3.0,2.0,8.0,1.0,4.0,0.0,2.0,9.0,1.0,0.0,0.0,11.0,7.0,6.0,3.0,0.0,32.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,25.0,0.0,3.0,6.0,15.0,0.0,0.0,3.0,66.0,0.0,16.0,56.0,37.0,10.0,57.0,0.0,0.0,5.0,0.0,15.0,0.0
0,76561198029850210,779280,776490,1,22,127.0,0.0,642,0.0,0,2.99,2.99,2018-01-11,2018-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,51.0,51.0,2.0,0.0,27.0,2.0,2.0,0.0,27.0,72.0,11.0,0.0,27.0,2.0,20.0,0.0,2.0,29.0,1.0,1.0,1.0,8.0,17.0,3.0,10.0,0.0,24.0,0.0,2.0,4.0,12.0,3.0,13.0,1.0,1.0,1.0,10.0,0.0,0.0,38.0,4.0,4.0,9.0,26.0,1.0,4.0,4.0,121.0,2.0,17.0,86.0,54.0,21.0,89.0,0.0,0.0,15.0,2.0,8.0,0.0
0,76561198029850210,441270,286260,1,22,127.0,0.0,677,-5.0,30,9.99,14.99,2016-02-02,2013-08-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,51.0,51.0,2.0,0.0,27.0,2.0,2.0,0.0,27.0,72.0,11.0,0.0,27.0,2.0,20.0,0.0,2.0,29.0,1.0,1.0,1.0,8.0,17.0,3.0,10.0,0.0,24.0,0.0,2.0,4.0,12.0,3.0,13.0,1.0,1.0,1.0,10.0,0.0,0.0,38.0,4.0,4.0,9.0,26.0,1.0,4.0,4.0,121.0,2.0,17.0,86.0,54.0,21.0,89.0,0.0,0.0,15.0,2.0,8.0,0.0
0,76561198056989242,779280,776490,1,13,259.0,0.0,1373,0.0,0,2.99,2.99,2018-01-11,2018-01-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,145.0,56.0,0.0,0.0,38.0,0.0,6.0,0.0,10.0,100.0,2.0,0.0,43.0,12.0,25.0,0.0,6.0,36.0,0.0,0.0,0.0,14.0,42.0,9.0,15.0,0.0,55.0,0.0,0.0,0.0,7.0,11.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,90.0,0.0,7.0,9.0,64.0,0.0,0.0,14.0,207.0,0.0,30.0,128.0,84.0,39.0,131.0,0.0,0.0,21.0,0.0,30.0,0.0
0,76561198343391469,8650,8600,0,19,8.0,0.0,1412,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,32.0,25.0,8.0,0.0,3.0,11.0,20.0,0.0,10.0,13.0,1.0,0.0,0.0,1.0,9.0,0.0,12.0,0.0,8.0,0.0,2.0,3.0,13.0,0.0,7.0,3.0,1.0,1.0,6.0,0.0,0.0,22.0,3.0,8.0,16.0,13.0,0.0,3.0,5.0,34.0,0.0,6.0,18.0,10.0,11.0,12.0,0.0,0.0,6.0,0.0,2.0,0.0
0,76561198147713812,8650,8600,0,10,502.0,0.0,98,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,269.0,183.0,0.0,0.0,192.0,0.0,17.0,0.0,64.0,336.0,29.0,0.0,70.0,21.0,57.0,0.0,24.0,93.0,0.0,0.0,0.0,12.0,67.0,3.0,25.0,0.0,112.0,0.0,2.0,3.0,22.0,3.0,31.0,1.0,11.0,10.0,25.0,0.0,0.0,107.0,3.0,13.0,31.0,95.0,0.0,3.0,46.0,476.0,3.0,48.0,285.0,136.0,93.0,293.0,0.0,0.0,20.0,3.0,6.0,1.0
0,76561198154756156,8650,8600,1,31,245.0,0.0,1430,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,182.0,73.0,1.0,0.0,61.0,1.0,23.0,0.0,85.0,148.0,34.0,0.0,50.0,41.0,51.0,0.0,19.0,51.0,0.0,0.0,1.0,12.0,60.0,5.0,29.0,0.0,62.0,0.0,2.0,5.0,32.0,10.0,49.0,3.0,5.0,8.0,30.0,2.0,1.0,129.0,3.0,17.0,39.0,68.0,3.0,4.0,25.0,235.0,3.0,38.0,156.0,91.0,44.0,153.0,0.0,0.0,42.0,3.0,22.0,0.0
0,76561198052603954,8650,8600,1,33,36.0,0.0,14491,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,18.0,13.0,4.0,0.0,3.0,7.0,17.0,0.0,6.0,8.0,0.0,0.0,0.0,4.0,14.0,3.0,9.0,0.0,10.0,0.0,1.0,4.0,11.0,2.0,9.0,3.0,1.0,1.0,4.0,1.0,0.0,27.0,3.0,5.0,9.0,11.0,0.0,3.0,1.0,28.0,2.0,7.0,23.0,14.0,6.0,17.0,1.0,0.0,8.0,2.0,6.0,0.0
0,76561198052603954,8660,8600,1,33,36.0,0.1,14491,4.0,10,7.99,3.99,2008-09-01,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,18.0,13.0,4.0,0.0,3.0,7.0,17.0,0.0,6.0,8.0,0.0,0.0,0.0,4.0,14.0,3.0,9.0,0.0,10.0,0.0,1.0,4.0,11.0,2.0,9.0,3.0,1.0,1.0,4.0,1.0,0.0,27.0,3.0,5.0,9.0,11.0,0.0,3.0,1.0,28.0,2.0,7.0,23.0,14.0,6.0,17.0,1.0,0.0,8.0,2.0,6.0,0.0
0,76561198052603954,44670,8600,1,33,36.0,0.0,14491,0.0,43,3.99,3.99,2011-05-20,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,18.0,13.0,4.0,0.0,3.0,7.0,17.0,0.0,6.0,8.0,0.0,0.0,0.0,4.0,14.0,3.0,9.0,0.0,10.0,0.0,1.0,4.0,11.0,2.0,9.0,3.0,1.0,1.0,4.0,1.0,0.0,27.0,3.0,5.0,9.0,11.0,0.0,3.0,1.0,28.0,2.0,7.0,23.0,14.0,6.0,17.0,1.0,0.0,8.0,2.0,6.0,0.0
0,76561198052603954,65700,33930,1,33,36.0,4.3,14746,-10.999999999999998,1,8.99,19.99,2010-08-27,2010-06-29,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,18.0,13.0,4.0,0.0,3.0,7.0,17.0,0.0,6.0,8.0,0.0,0.0,0.0,4.0,14.0,3.0,9.0,0.0,10.0,0.0,1.0,4.0,11.0,2.0,9.0,3.0,1.0,1.0,4.0,1.0,0.0,27.0,3.0,5.0,9.0,11.0,0.0,3.0,1.0,28.0,2.0,7.0,23.0,14.0,6.0,17.0,1.0,0.0,8.0,2.0,6.0,0.0
0,76561198107534431,8650,8600,1,40,417.0,0.0,4914,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,224.0,146.0,0.0,0.0,152.0,0.0,26.0,0.0,57.0,288.0,20.0,0.0,69.0,18.0,45.0,0.0,20.0,73.0,0.0,0.0,0.0,30.0,53.0,11.0,29.0,0.0,92.0,0.0,3.0,4.0,23.0,10.0,27.0,4.0,4.0,14.0,19.0,3.0,1.0,112.0,4.0,15.0,35.0,110.0,0.0,4.0,40.0,379.0,1.0,52.0,239.0,117.0,61.0,317.0,1.0,0.0,29.0,0.0,16.0,0.0
0,76561198107534431,44670,8600,1,40,417.0,0.0,4914,0.0,43,3.99,3.99,2011-05-20,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,224.0,146.0,0.0,0.0,152.0,0.0,26.0,0.0,57.0,288.0,20.0,0.0,69.0,18.0,45.0,0.0,20.0,73.0,0.0,0.0,0.0,30.0,53.0,11.0,29.0,0.0,92.0,0.0,3.0,4.0,23.0,10.0,27.0,4.0,4.0,14.0,19.0,3.0,1.0,112.0,4.0,15.0,35.0,110.0,0.0,4.0,40.0,379.0,1.0,52.0,239.0,117.0,61.0,317.0,1.0,0.0,29.0,0.0,16.0,0.0
0,76561198107534431,463740,270880,1,40,417.0,0.0,788,-19.12,4,0.0,19.12,2016-06-06,2016-02-02,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,224.0,146.0,0.0,0.0,152.0,0.0,26.0,0.0,57.0,288.0,20.0,0.0,69.0,18.0,45.0,0.0,20.0,73.0,0.0,0.0,0.0,30.0,53.0,11.0,29.0,0.0,92.0,0.0,3.0,4.0,23.0,10.0,27.0,4.0,4.0,14.0,19.0,3.0,1.0,112.0,4.0,15.0,35.0,110.0,0.0,4.0,40.0,379.0,1.0,52.0,239.0,117.0,61.0,317.0,1.0,0.0,29.0,0.0,16.0,0.0
0,76561198188997159,8650,8600,0,28,17.0,0.0,745,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,18.0,15.0,5.0,0.0,3.0,5.0,20.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,5.0,0.0,2.0,6.0,5.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,12.0,6.0,1.0,3.0,12.0,2.0,5.0,0.0,29.0,2.0,2.0,11.0,12.0,4.0,12.0,0.0,0.0,3.0,2.0,2.0,0.0
0,76561198080619261,8650,8600,1,17,93.0,0.0,2156,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.0,30.0,0.0,0.0,12.0,0.0,1.0,0.0,13.0,45.0,3.0,0.0,12.0,5.0,11.0,0.0,4.0,13.0,0.0,0.0,0.0,16.0,16.0,4.0,7.0,0.0,25.0,0.0,1.0,1.0,6.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,26.0,1.0,4.0,4.0,20.0,1.0,1.0,5.0,70.0,1.0,12.0,52.0,33.0,11.0,53.0,0.0,0.0,9.0,1.0,8.0,0.0
0,76561198022621589,8650,8600,1,4,741.0,0.0,1769,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,584.0,315.0,2.0,0.0,229.0,4.0,63.0,2.0,428.0,508.0,147.0,1.0,218.0,81.0,139.0,2.0,54.0,218.0,8.0,1.0,0.0,47.0,204.0,20.0,137.0,0.0,214.0,1.0,11.0,42.0,98.0,22.0,91.0,16.0,11.0,17.0,133.0,4.0,1.0,459.0,24.0,43.0,98.0,252.0,30.0,30.0,70.0,915.0,26.0,110.0,533.0,277.0,168.0,431.0,5.0,2.0,71.0,32.0,49.0,5.0
0,76561198045381877,8650,8600,1,1602,181.0,0.0,671,3.99,8,0.0,3.99,2008-06-19,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,8660,8600,1,1602,181.0,0.0,671,4.0,10,7.99,3.99,2008-09-01,2007-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,92803,92800,1,1602,181.0,0.0,1153,-8.0,4,1.99,9.99,2011-07-22,2011-03-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,201805,201790,1,1602,181.0,0.0,1933,-10.0,1,4.99,14.99,2012-09-26,2012-07-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,113204,113200,1,1602,181.0,0.0,7678,-2.0,8,2.99,4.99,2012-05-28,2011-09-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,201802,201790,1,1602,181.0,0.0,1933,-10.0,3,4.99,14.99,2012-10-31,2012-07-30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,218560,49520,1,1602,181.0,0.0,13967,10.0,0,29.99,19.99,2012-09-17,2012-09-17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,207870,49520,1,1602,181.0,0.0,13967,-9.999999999999998,0,9.99,19.99,2012-10-16,2012-09-17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,213250,49520,1,1602,181.0,0.0,13967,-9.999999999999998,4,9.99,19.99,2013-01-15,2012-09-17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
0,76561198045381877,218550,49520,1,1602,181.0,0.0,13967,-9.999999999999998,9,9.99,19.99,2013-06-25,2012-09-17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,475.0,317.0,2.0,0.0,303.0,5.0,136.0,3.0,789.0,639.0,230.0,1.0,269.0,27.0,165.0,2.0,50.0,290.0,8.0,0.0,1.0,38.0,172.0,18.0,187.0,0.0,170.0,1.0,11.0,21.0,282.0,14.0,72.0,14.0,24.0,41.0,190.0,1.0,0.0,410.0,16.0,100.0,278.0,196.0,11.0,19.0,55.0,812.0,14.0,101.0,528.0,201.0,119.0,356.0,9.0,1.0,60.0,18.0,25.0,1.0
