,user_id,dlc_id,parent_id,recommended,num_review,num_owned_games,dlc_play_time_hr,game_play_time,price_diff,lag_month,dlc_price,game_price,dlc_release_date,game_release_date,dlc:Captionsavailable,dlc:Co-op,dlc:Commentaryavailable,dlc:Cross-PlatformMultiplayer,dlc:DownloadableContent,dlc:Fullcontrollersupport,dlc:Gamepad,dlc:HTCVive,dlc:In-AppPurchases,dlc:IncludesSourceSDK,dlc:Includesleveleditor,dlc:Keyboard/Mouse,dlc:LocalCo-op,dlc:LocalMulti-Player,dlc:MMO,dlc:Multi-player,dlc:OculusRift,dlc:OnlineCo-op,dlc:OnlineMulti-Player,dlc:PartialControllerSupport,dlc:Room-Scale,dlc:Seated,dlc:Shared/SplitScreen,dlc:Single-player,dlc:Standing,dlc:Stats,dlc:SteamAchievements,dlc:SteamCloud,dlc:SteamLeaderboards,dlc:SteamTradingCards,dlc:SteamTurnNotifications,dlc:SteamVRCollectibles,dlc:SteamWorkshop,dlc:TrackedMotionControllers,dlc:ValveAnti-Cheatenabled,dlc:WindowsMixedReality,Accounting,Action,Adventure,Animation&Modeling,AudioProduction,Casual,Design&Illustration,EarlyAccess,Education,FreetoPlay,Indie,MassivelyMultiplayer,PhotoEditing,RPG,Racing,Simulation,SoftwareTraining,Sports,Strategy,Utilities,VideoProduction,WebPublishing,Captionsavailable,Co-op,Commentaryavailable,Cross-PlatformMultiplayer,DownloadableContent,Fullcontrollersupport,Gamedemo,Gamepad,HTCVive,In-AppPurchases,IncludesSourceSDK,Includesleveleditor,Keyboard/Mouse,LocalCo-op,LocalMulti-Player,MMO,Mods,Mods-requireHL2,Multi-player,OculusRift,OnlineCo-op,OnlineMulti-Player,PartialControllerSupport,Room-Scale,Seated,Shared/SplitScreen,Single-player,Standing,Stats,SteamAchievements,SteamCloud,SteamLeaderboards,SteamTradingCards,SteamTurnNotifications,SteamVRCollectibles,SteamWorkshop,TrackedMotionControllers,ValveAnti-Cheatenabled,WindowsMixedReality
0,76561198073454191,222597,24010,1,34,9.0,0.0,52315,-5.0,52,19.99,24.99,2013-10-24,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
0,76561198073454191,222632,24010,1,34,9.0,0.0,52315,0.0,56,24.99,24.99,2014-02-20,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
0,76561198073454191,277765,24010,1,34,9.0,0.0,52315,-5.0,69,19.99,24.99,2015-04-02,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
0,76561198073454191,325974,24010,0,34,9.0,0.0,52315,-5.0,76,19.99,24.99,2015-10-22,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
0,76561198073454191,325973,24010,0,34,9.0,0.0,52315,-5.0,76,19.99,24.99,2015-10-22,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
0,76561198267318934,65229,24010,0,3,67.0,0.0,28455,-5.0,24,19.99,24.99,2011-07-28,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,36.0,11.0,0.0,0.0,7.0,0.0,9.0,0.0,20.0,29.0,8.0,0.0,3.0,10.0,39.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,12.0,0.0,8.0,0.0,11.0,0.0,1.0,2.0,12.0,1.0,16.0,2.0,1.0,1.0,7.0,0.0,0.0,26.0,2.0,3.0,8.0,29.0,0.0,2.0,2.0,64.0,0.0,8.0,40.0,20.0,11.0,32.0,0.0,0.0,16.0,0.0,3.0,0.0
0,76561198127014968,65229,24010,1,6,8.0,0.0,33120,-5.0,24,19.99,24.99,2011-07-28,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,3.0,5.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0
0,76561198016991944,50110,8980,1,20,166.0,0.0,14338,-9.999999999999998,4,9.99,19.99,2010-02-25,2009-10-26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,103.0,31.0,0.0,0.0,9.0,0.0,2.0,0.0,9.0,48.0,4.0,0.0,35.0,3.0,7.0,0.0,4.0,25.0,0.0,0.0,0.0,12.0,34.0,6.0,8.0,0.0,48.0,0.0,2.0,2.0,6.0,8.0,19.0,2.0,2.0,1.0,2.0,1.0,0.0,70.0,2.0,3.0,6.0,32.0,1.0,2.0,10.0,135.0,1.0,24.0,84.0,71.0,29.0,58.0,0.0,0.0,19.0,1.0,19.0,0.0
0,76561198016991944,72740,22380,1,20,166.0,0.0,11732,-5.0,7,4.99,9.99,2011-05-17,2010-10-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,103.0,31.0,0.0,0.0,9.0,0.0,2.0,0.0,9.0,48.0,4.0,0.0,35.0,3.0,7.0,0.0,4.0,25.0,0.0,0.0,0.0,12.0,34.0,6.0,8.0,0.0,48.0,0.0,2.0,2.0,6.0,8.0,19.0,2.0,2.0,1.0,2.0,1.0,0.0,70.0,2.0,3.0,6.0,32.0,1.0,2.0,10.0,135.0,1.0,24.0,84.0,71.0,29.0,58.0,0.0,0.0,19.0,1.0,19.0,0.0
0,76561198016991944,72840,22380,1,20,166.0,0.0,11732,-8.0,11,1.99,9.99,2011-09-27,2010-10-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,103.0,31.0,0.0,0.0,9.0,0.0,2.0,0.0,9.0,48.0,4.0,0.0,35.0,3.0,7.0,0.0,4.0,25.0,0.0,0.0,0.0,12.0,34.0,6.0,8.0,0.0,48.0,0.0,2.0,2.0,6.0,8.0,19.0,2.0,2.0,1.0,2.0,1.0,0.0,70.0,2.0,3.0,6.0,32.0,1.0,2.0,10.0,135.0,1.0,24.0,84.0,71.0,29.0,58.0,0.0,0.0,19.0,1.0,19.0,0.0
0,76561198166487652,65229,24010,1,1,4.0,0.0,90597,-5.0,24,19.99,24.99,2011-07-28,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,65229,24010,1,26,3.0,0.0,40096,-5.0,24,19.99,24.99,2011-07-28,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,65253,24010,1,26,3.0,0.0,40096,-15.999999999999998,32,8.99,24.99,2012-03-08,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,65218,24010,1,26,3.0,0.0,40096,-11.999999999999998,34,12.99,24.99,2012-05-17,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,208288,24010,1,26,3.0,0.0,40096,-5.0,39,19.99,24.99,2012-10-10,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,222576,24010,1,26,3.0,0.0,40096,-5.0,45,19.99,24.99,2013-04-17,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,222597,24010,1,26,3.0,0.0,40096,-5.0,52,19.99,24.99,2013-10-24,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,222632,24010,1,26,3.0,0.0,40096,0.0,56,24.99,24.99,2014-02-20,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,325974,24010,1,26,3.0,0.0,40096,-5.0,76,19.99,24.99,2015-10-22,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198220176115,376946,24010,1,26,3.0,0.0,40096,15.000000000000004,83,39.99,24.99,2016-05-19,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
0,76561198074670524,65229,24010,1,34,46.0,0.0,186089,-5.0,24,19.99,24.99,2011-07-28,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,65253,24010,1,34,46.0,0.0,186089,-15.999999999999998,32,8.99,24.99,2012-03-08,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,65218,24010,1,34,46.0,0.0,186089,-11.999999999999998,34,12.99,24.99,2012-05-17,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,208287,24010,0,34,46.0,0.0,186089,-15.999999999999998,35,8.99,24.99,2012-06-07,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,208346,24010,1,34,46.0,0.0,186089,-15.999999999999998,37,8.99,24.99,2012-08-16,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,222636,24010,1,34,46.0,0.0,186089,-5.0,59,19.99,24.99,2014-05-22,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,299350,252530,1,34,46.0,0.0,5757,-25.0,11,9.99,34.99,2014-12-03,2013-12-11,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,258663,24010,1,34,46.0,0.0,186089,-5.0,66,19.99,24.99,2015-01-08,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198074670524,325973,24010,1,34,46.0,0.0,186089,-5.0,76,19.99,24.99,2015-10-22,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,6.0,0.0,17.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,36.0,1.0,3.0,16.0,10.0,3.0,16.0,0.0,0.0,5.0,1.0,1.0,0.0
0,76561198152268387,65229,24010,1,53,59.0,0.0,56728,-5.0,24,19.99,24.99,2011-07-28,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,22.0,1.0,0.0,5.0,3.0,37.0,0.0,3.0,22.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,4.0,14.0,0.0,1.0,2.0,51.0,0.0,5.0,38.0,20.0,9.0,29.0,0.0,0.0,13.0,0.0,1.0,0.0
0,76561198152268387,65252,24010,1,53,59.0,0.0,56728,-15.999999999999998,33,8.99,24.99,2012-03-29,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,22.0,1.0,0.0,5.0,3.0,37.0,0.0,3.0,22.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,4.0,14.0,0.0,1.0,2.0,51.0,0.0,5.0,38.0,20.0,9.0,29.0,0.0,0.0,13.0,0.0,1.0,0.0
0,76561198152268387,208284,24010,1,53,59.0,0.0,56728,-21.0,35,3.99,24.99,2012-05-31,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,22.0,1.0,0.0,5.0,3.0,37.0,0.0,3.0,22.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,4.0,14.0,0.0,1.0,2.0,51.0,0.0,5.0,38.0,20.0,9.0,29.0,0.0,0.0,13.0,0.0,1.0,0.0
0,76561198152268387,208304,24010,1,53,59.0,0.0,56728,-15.999999999999998,38,8.99,24.99,2012-09-18,2009-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,22.0,1.0,0.0,5.0,3.0,37.0,0.0,3.0,22.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,4.0,14.0,0.0,1.0,2.0,51.0,0.0,5.0,38.0,20.0,9.0,29.0,0.0,0.0,13.0,0.0,1.0,0.0
0,76561198152268387,222562,24010,1,53,59.0,0.0,56728,-15.999999999999998,41,8.99,24.99,2012-12-12,2009-07-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,22.0,1.0,0.0,5.0,3.0,37.0,0.0,3.0,22.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,4.0,14.0,0.0,1.0,2.0,51.0,0.0,5.0,38.0,20.0,9.0,29.0,0.0,0.0,13.0,0.0,1.0,0.0
